px,item,order,lifetime,tense,congruence,tt,gaze,rpd,region,region_num,rating,condition,rt_value,bio,critical,rating_px
23,51,18,dead,Present Perfect,Incongruent,701,701,701,verb+2,4,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
23,51,18,dead,Present Perfect,Incongruent,462,259,1163,verb+3,5,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
23,51,18,dead,Present Perfect,Incongruent,142,142,142,verb+4,6,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
23,51,18,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,1,deadPP,2811,Fred Astaire was an American actor. He died in Los Angeles.,"He *has starred* in critically acclaimed* musicals *in the past*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,NA,NA,NA,verb-1,1,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,217,217,217,verb,2,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,470,147,533,verb+1,3,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,145,145,145,verb+2,4,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,178,178,178,verb+3,5,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,242,242,396,verb+4,6,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,57,21,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,1395,"Abraham Lincoln was an American politician. He died in Washington, D.C..","He *will win* important* elections *in the future*, no doubt.",2.9375
23,39,23,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,39,23,dead,Present Perfect,Incongruent,669,240,240,verb,2,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,39,23,dead,Present Perfect,Incongruent,936,139,822,verb+1,3,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,39,23,dead,Present Perfect,Incongruent,259,259,259,verb+2,4,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,39,23,dead,Present Perfect,Incongruent,330,146,146,verb+3,5,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,39,23,dead,Present Perfect,Incongruent,663,415,1390,verb+4,6,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,39,23,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,5,deadPP,3762,Agatha Christie was a British author. She died in Oxfordshire.,"She *has released* critically acclaimed* novels *in the past*, so it's said.",2.9375
23,74,26,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,74,26,living,Simple Future,Congruent,211,211,211,verb,2,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,74,26,living,Simple Future,Congruent,330,330,330,verb+1,3,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,74,26,living,Simple Future,Congruent,163,163,163,verb+2,4,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,74,26,living,Simple Future,Congruent,348,348,348,verb+3,5,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,74,26,living,Simple Future,Congruent,229,229,229,verb+4,6,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,74,26,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,1428,Lady Gaga is an American singer. She lives in Malibu.,"She *will work* with well-known* music producers *in the future*, apparently.",2.9375
23,2,29,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,2,29,living,Simple Future,Congruent,666,311,311,verb,2,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,2,29,living,Simple Future,Congruent,103,103,103,verb+1,3,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,2,29,living,Simple Future,Congruent,618,618,618,verb+2,4,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,2,29,living,Simple Future,Congruent,252,252,252,verb+3,5,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,2,29,living,Simple Future,Congruent,181,181,536,verb+4,6,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,2,29,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,2112,Justin Trudeau is a Canadian politician. He lives in Ottawa.,"He *will appear* in prominent* political debates *in the future*, supposedly.",2.9375
23,38,31,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,38,31,living,Simple Future,Congruent,158,158,158,verb,2,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,38,31,living,Simple Future,Congruent,176,176,176,verb+1,3,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,38,31,living,Simple Future,Congruent,729,368,368,verb+2,4,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,38,31,living,Simple Future,Congruent,333,144,144,verb+3,5,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,38,31,living,Simple Future,Congruent,206,206,756,verb+4,6,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,38,31,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,2172,Ed Sheeran is a British singer. He lives in Suffolk.,"He *will release* notable* platinum albums *in the future*, so it's said.",2.9375
23,70,34,living,Simple Future,Congruent,NA,NA,NA,verb-1,1,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,70,34,living,Simple Future,Congruent,339,339,339,verb,2,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,70,34,living,Simple Future,Congruent,154,154,154,verb+1,3,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,70,34,living,Simple Future,Congruent,166,166,166,verb+2,4,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,70,34,living,Simple Future,Congruent,196,196,196,verb+3,5,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,70,34,living,Simple Future,Congruent,301,301,301,verb+4,6,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,70,34,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,1319,Ariana Grande is an American singer. She lives in New York.,"She *will write* popular* hit songs *in the future*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,NA,NA,NA,verb-1,1,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,388,388,388,verb,2,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,379,152,767,verb+1,3,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,272,272,272,verb+2,4,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,NA,NA,NA,verb+3,5,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,220,220,220,verb+4,6,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,76,36,living,Present Perfect,Congruent,NA,NA,NA,end,7,7,livingPP,1468,Berlusconi is an Italian politician. He lives in Arcore.,"He *has worked* with important* world leaders *in the past*, apparently.",2.9375
23,27,39,dead,Present Perfect,Incongruent,NA,NA,NA,verb-1,1,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,27,39,dead,Present Perfect,Incongruent,216,216,216,verb,2,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,27,39,dead,Present Perfect,Incongruent,280,280,280,verb+1,3,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,27,39,dead,Present Perfect,Incongruent,434,434,434,verb+2,4,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,27,39,dead,Present Perfect,Incongruent,NA,NA,NA,verb+3,5,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,27,39,dead,Present Perfect,Incongruent,476,476,476,verb+4,6,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,27,39,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,1754,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He *has received* important* humanitarian awards *in the past*, so it's said.",2.9375
23,56,42,living,Present Perfect,Congruent,NA,NA,NA,verb-1,1,5,livingPP,1442,Angela Lansbury is an British-American-Irish actor. She lives in California.,"She *has starred* in well-received* films *in the past*, no doubt.",2.9375
23,56,42,living,Present Perfect,Congruent,425,186,186,verb,2,5,livingPP,1442,Angela Lansbury is an British-American-Irish actor. She lives in California.,"She *has starred* in well-received* films *in the past*, no doubt.",2.9375
23,56,42,living,Present Perfect,Congruent,206,206,206,verb+1,3,5,livingPP,1442,Angela Lansbury is an British-American-Irish actor. She lives in California.,"She *has starred* in well-received* films *in the past*, no doubt.",2.9375
23,56,42,living,Present Perfect,Congruent,215,215,215,verb+2,4,5,livingPP,1442,Angela Lansbury is an British-American-Irish actor. She lives in California.,"She *has starred* in well-received* films *in the past*, no doubt.",2.9375
23,56,42,living,Present Perfect,Congruent,238,238,238,verb+3,5,5,livingPP,1442,Angela Lansbury is an British-American-Irish actor. She lives in California.,"She *has starred* in well-received* films *in the past*, no doubt.",2.9375
23,56,42,living,Present Perfect,Congruent,107,107,346,verb+4,6,5,livingPP,1442,Angela Lansbury is an British-American-Irish actor. She lives in California.,"She *has starred* in well-received* films *in the past*, no doubt.",2.9375
